student_name,student_email,professor_name,professor_email,desired_role,matched_role,compatibility_score
Steven Patel,torresbeth@example.org,Patrick Dillon,wkim@yahoo.com,RA,['RA'],20.0
Steven Patel,torresbeth@example.org,Dr. Kristin Baldwin,mark05@gmail.com,RA,['TA'],0.0
Steven Patel,torresbeth@example.org,Courtney Pitts,lweber@gmail.com,RA,"['TA', 'Grader']",2.86
Steven Patel,torresbeth@example.org,Karen Price,vjohnson@gmail.com,RA,['TA'],2.86
Steven Patel,torresbeth@example.org,Elizabeth Perry,millercaitlin@harris.com,RA,['TA'],0.0
Steven Patel,torresbeth@example.org,Brenda Thomas,christopherbridges@yahoo.com,RA,"['RA', 'Grader']",20.0
Steven Patel,torresbeth@example.org,Betty Silva,mullinszachary@harris.com,RA,['TA'],5.0
Steven Patel,torresbeth@example.org,Stephanie Hall,owatkins@wright.com,RA,['Grader'],4.0
Steven Patel,torresbeth@example.org,Jane Mckenzie,xmatthews@hotmail.com,RA,['TA'],4.0
Steven Patel,torresbeth@example.org,Amber Smith MD,calvin04@kelly.com,RA,['TA'],2.67
Steven Patel,torresbeth@example.org,Paul Robinson,dustin14@elliott.com,RA,"['TA', 'Grader']",3.33
Steven Patel,torresbeth@example.org,Jamie Bowen,blee@gmail.com,RA,['Grader'],0.0
Steven Patel,torresbeth@example.org,Anthony Ruiz,richard22@yahoo.com,RA,['Grader'],0.0
Steven Patel,torresbeth@example.org,Christopher Bennett,allisonjessica@hotmail.com,RA,['Grader'],2.67
Steven Patel,torresbeth@example.org,Rebecca Terry,william89@hotmail.com,RA,"['Grader', 'TA']",0.0
Steven Patel,torresbeth@example.org,Andrea Hart,roberta65@yahoo.com,RA,['TA'],2.5
Steven Patel,torresbeth@example.org,Bradley Elliott,meghan52@haynes.biz,RA,['Grader'],0.0
Steven Patel,torresbeth@example.org,David Stokes,edwardsjose@gmail.com,RA,['TA'],0.0
Steven Patel,torresbeth@example.org,Heather Mckinney,karensalazar@ramos-tran.com,RA,['Grader'],0.0
Steven Patel,torresbeth@example.org,Brenda Marquez,fwinters@hotmail.com,RA,['Grader'],6.67
Paul Rogers,jesse75@example.org,Christopher Smith,louis48@barrett.biz,Grader,"['RA', 'TA']",6.67
Paul Rogers,jesse75@example.org,Steven Parker,kaylakelly@gonzalez.com,Grader,"['Grader', 'TA']",28.0
Paul Rogers,jesse75@example.org,Beth Taylor,dianaorozco@dunn-flores.info,Grader,"['RA', 'Grader']",28.89
Paul Rogers,jesse75@example.org,Chelsea Wallace,joshuabuck@howard.info,Grader,"['Grader', 'TA']",20.0
Paul Rogers,jesse75@example.org,Jessica Wood,jennifervasquez@gmail.com,Grader,"['TA', 'Grader']",30.0
Paul Rogers,jesse75@example.org,Kimberly Friedman,wendy61@yahoo.com,Grader,"['TA', 'Grader']",24.44
Paul Rogers,jesse75@example.org,Ashley Washington,catherineclark@palmer.com,Grader,['TA'],10.0
Paul Rogers,jesse75@example.org,Michael Matthews,danielbenton@parker-peters.biz,Grader,['Grader'],33.33
Paul Rogers,jesse75@example.org,Nicole Payne,mserrano@scott-harris.com,Grader,['TA'],0.0
Paul Rogers,jesse75@example.org,Christopher Lee DVM,dwayne21@gmail.com,Grader,"['TA', 'RA']",0.0
Paul Rogers,jesse75@example.org,Scott Foster PhD,justin30@beck-vaughn.org,Grader,"['RA', 'Grader']",20.0
Paul Rogers,jesse75@example.org,Jeffrey Weiss,royharper@yahoo.com,Grader,['TA'],2.86
Paul Rogers,jesse75@example.org,Shawn Medina,michelledominguez@mccann.com,Grader,['Grader'],24.0
Paul Rogers,jesse75@example.org,Jason Smith,tarahardin@gmail.com,Grader,['TA'],5.0
Paul Rogers,jesse75@example.org,Mercedes Francis,robinsonpamela@gmail.com,Grader,"['RA', 'Grader']",25.71
Paul Rogers,jesse75@example.org,Casey Nunez,ashleybaker@gmail.com,Grader,"['RA', 'TA']",8.0
Paul Rogers,jesse75@example.org,Shannon Reyes,elizabethraymond@villa-stewart.com,Grader,"['RA', 'Grader']",23.33
Paul Rogers,jesse75@example.org,John Dawson,bautistachristopher@hotmail.com,Grader,"['Grader', 'TA']",25.71
Paul Rogers,jesse75@example.org,Jeanne Clark,elizabethmarshall@gmail.com,Grader,"['Grader', 'RA']",24.44
Paul Rogers,jesse75@example.org,Victoria Oliver,jenniferherrera@gmail.com,Grader,"['Grader', 'RA']",25.0
Paul Rogers,jesse75@example.org,Adrienne Miles,nwilliams@acevedo.com,Grader,"['RA', 'TA']",13.33
Paul Rogers,jesse75@example.org,Jennifer Harper,carrandrew@yahoo.com,Grader,['RA'],0.0
Paul Rogers,jesse75@example.org,Tony Singh,beth07@yahoo.com,Grader,['RA'],8.0
Paul Rogers,jesse75@example.org,Alan Butler,gonzaleztiffany@juarez-gibson.com,Grader,"['TA', 'Grader']",23.08
Paul Rogers,jesse75@example.org,Marie Wilkinson,gary45@gmail.com,Grader,['RA'],5.0
Paul Rogers,jesse75@example.org,Jessica Davis,amandacollins@lee.net,Grader,['TA'],3.08
Paul Rogers,jesse75@example.org,Diana Parker,wendymorris@haley.com,Grader,"['Grader', 'TA']",20.0
Paul Rogers,jesse75@example.org,Michael Soto,stephaniejoyce@yahoo.com,Grader,['Grader'],25.71
Paul Rogers,jesse75@example.org,Joshua Ross,paul91@gmail.com,Grader,['TA'],3.08
Paul Rogers,jesse75@example.org,Roberto Delgado,jfox@hotmail.com,Grader,"['RA', 'Grader']",20.0
Paul Rogers,jesse75@example.org,Patrick Dillon,wkim@yahoo.com,Grader,['RA'],6.15
Paul Rogers,jesse75@example.org,Dr. Kristin Baldwin,mark05@gmail.com,Grader,['TA'],5.71
Paul Rogers,jesse75@example.org,Courtney Pitts,lweber@gmail.com,Grader,"['TA', 'Grader']",27.27
Paul Rogers,jesse75@example.org,Karen Price,vjohnson@gmail.com,Grader,['TA'],12.0
Paul Rogers,jesse75@example.org,Elizabeth Perry,millercaitlin@harris.com,Grader,['TA'],5.71
Paul Rogers,jesse75@example.org,Brenda Thomas,christopherbridges@yahoo.com,Grader,"['RA', 'Grader']",22.86
Paul Rogers,jesse75@example.org,Betty Silva,mullinszachary@harris.com,Grader,['TA'],2.67
Paul Rogers,jesse75@example.org,Stephanie Hall,owatkins@wright.com,Grader,['Grader'],25.0
Paul Rogers,jesse75@example.org,Jane Mckenzie,xmatthews@hotmail.com,Grader,['TA'],5.0
Paul Rogers,jesse75@example.org,Amber Smith MD,calvin04@kelly.com,Grader,['TA'],6.67
Paul Rogers,jesse75@example.org,Paul Robinson,dustin14@elliott.com,Grader,"['TA', 'Grader']",28.89
Paul Rogers,jesse75@example.org,Jamie Bowen,blee@gmail.com,Grader,['Grader'],20.0
Paul Rogers,jesse75@example.org,Anthony Ruiz,richard22@yahoo.com,Grader,['Grader'],20.0
Paul Rogers,jesse75@example.org,Christopher Bennett,allisonjessica@hotmail.com,Grader,['Grader'],30.91
Paul Rogers,jesse75@example.org,Rebecca Terry,william89@hotmail.com,Grader,"['Grader', 'TA']",20.0
Paul Rogers,jesse75@example.org,Andrea Hart,roberta65@yahoo.com,Grader,['TA'],2.86
Paul Rogers,jesse75@example.org,Bradley Elliott,meghan52@haynes.biz,Grader,['Grader'],25.71
Paul Rogers,jesse75@example.org,David Stokes,edwardsjose@gmail.com,Grader,['TA'],0.0
Paul Rogers,jesse75@example.org,Heather Mckinney,karensalazar@ramos-tran.com,Grader,['Grader'],20.0
Paul Rogers,jesse75@example.org,Brenda Marquez,fwinters@hotmail.com,Grader,['Grader'],28.0
Kristine Fox,moonvincent@example.com,Christopher Smith,louis48@barrett.biz,Grader,"['RA', 'TA']",2.86
Kristine Fox,moonvincent@example.com,Steven Parker,kaylakelly@gonzalez.com,Grader,"['Grader', 'TA']",20.0
Kristine Fox,moonvincent@example.com,Beth Taylor,dianaorozco@dunn-flores.info,Grader,"['RA', 'Grader']",23.64
Kristine Fox,moonvincent@example.com,Chelsea Wallace,joshuabuck@howard.info,Grader,"['Grader', 'TA']",20.0
Kristine Fox,moonvincent@example.com,Jessica Wood,jennifervasquez@gmail.com,Grader,"['TA', 'Grader']",22.67
Kristine Fox,moonvincent@example.com,Kimberly Friedman,wendy61@yahoo.com,Grader,"['TA', 'Grader']",20.0
Kristine Fox,moonvincent@example.com,Ashley Washington,catherineclark@palmer.com,Grader,['TA'],2.67
Kristine Fox,moonvincent@example.com,Michael Matthews,danielbenton@parker-peters.biz,Grader,['Grader'],27.27
Kristine Fox,moonvincent@example.com,Nicole Payne,mserrano@scott-harris.com,Grader,['TA'],0.0
Kristine Fox,moonvincent@example.com,Christopher Lee DVM,dwayne21@gmail.com,Grader,"['TA', 'RA']",0.0
Kristine Fox,moonvincent@example.com,Scott Foster PhD,justin30@beck-vaughn.org,Grader,"['RA', 'Grader']",20.0
Kristine Fox,moonvincent@example.com,Jeffrey Weiss,royharper@yahoo.com,Grader,['TA'],0.0
Kristine Fox,moonvincent@example.com,Shawn Medina,michelledominguez@mccann.com,Grader,['Grader'],20.0
Kristine Fox,moonvincent@example.com,Jason Smith,tarahardin@gmail.com,Grader,['TA'],4.44
Kristine Fox,moonvincent@example.com,Mercedes Francis,robinsonpamela@gmail.com,Grader,"['RA', 'Grader']",20.0
Kristine Fox,moonvincent@example.com,Casey Nunez,ashleybaker@gmail.com,Grader,"['RA', 'TA']",0.0
Kristine Fox,moonvincent@example.com,Shannon Reyes,elizabethraymond@villa-stewart.com,Grader,"['RA', 'Grader']",23.08
Kristine Fox,moonvincent@example.com,John Dawson,bautistachristopher@hotmail.com,Grader,"['Grader', 'TA']",20.0
Kristine Fox,moonvincent@example.com,Jeanne Clark,elizabethmarshall@gmail.com,Grader,"['Grader', 'RA']",20.0
Kristine Fox,moonvincent@example.com,Victoria Oliver,jenniferherrera@gmail.com,Grader,"['Grader', 'RA']",24.44
Kristine Fox,moonvincent@example.com,Adrienne Miles,nwilliams@acevedo.com,Grader,"['RA', 'TA']",7.27
Kristine Fox,moonvincent@example.com,Jennifer Harper,carrandrew@yahoo.com,Grader,['RA'],0.0
Kristine Fox,moonvincent@example.com,Tony Singh,beth07@yahoo.com,Grader,['RA'],3.33
Kristine Fox,moonvincent@example.com,Alan Butler,gonzaleztiffany@juarez-gibson.com,Grader,"['TA', 'Grader']",20.0
Kristine Fox,moonvincent@example.com,Marie Wilkinson,gary45@gmail.com,Grader,['RA'],0.0
Kristine Fox,moonvincent@example.com,Jessica Davis,amandacollins@lee.net,Grader,['TA'],2.86
Kristine Fox,moonvincent@example.com,Diana Parker,wendymorris@haley.com,Grader,"['Grader', 'TA']",20.0
Kristine Fox,moonvincent@example.com,Michael Soto,stephaniejoyce@yahoo.com,Grader,['Grader'],20.0
Kristine Fox,moonvincent@example.com,Joshua Ross,paul91@gmail.com,Grader,['TA'],0.0
Kristine Fox,moonvincent@example.com,Roberto Delgado,jfox@hotmail.com,Grader,"['RA', 'Grader']",20.0
Kristine Fox,moonvincent@example.com,Patrick Dillon,wkim@yahoo.com,Grader,['RA'],0.0
Kristine Fox,moonvincent@example.com,Dr. Kristin Baldwin,mark05@gmail.com,Grader,['TA'],0.0
Kristine Fox,moonvincent@example.com,Courtney Pitts,lweber@gmail.com,Grader,"['TA', 'Grader']",23.08
Kristine Fox,moonvincent@example.com,Karen Price,vjohnson@gmail.com,Grader,['TA'],3.08
Kristine Fox,moonvincent@example.com,Elizabeth Perry,millercaitlin@harris.com,Grader,['TA'],0.0
Kristine Fox,moonvincent@example.com,Brenda Thomas,christopherbridges@yahoo.com,Grader,"['RA', 'Grader']",20.0
Kristine Fox,moonvincent@example.com,Betty Silva,mullinszachary@harris.com,Grader,['TA'],2.5
Kristine Fox,moonvincent@example.com,Stephanie Hall,owatkins@wright.com,Grader,['Grader'],20.0
Kristine Fox,moonvincent@example.com,Jane Mckenzie,xmatthews@hotmail.com,Grader,['TA'],4.44
Kristine Fox,moonvincent@example.com,Amber Smith MD,calvin04@kelly.com,Grader,['TA'],2.86
Kristine Fox,moonvincent@example.com,Paul Robinson,dustin14@elliott.com,Grader,"['TA', 'Grader']",20.0
Kristine Fox,moonvincent@example.com,Jamie Bowen,blee@gmail.com,Grader,['Grader'],20.0
Kristine Fox,moonvincent@example.com,Anthony Ruiz,richard22@yahoo.com,Grader,['Grader'],20.0
Kristine Fox,moonvincent@example.com,Christopher Bennett,allisonjessica@hotmail.com,Grader,['Grader'],22.86
Kristine Fox,moonvincent@example.com,Rebecca Terry,william89@hotmail.com,Grader,"['Grader', 'TA']",20.0
Kristine Fox,moonvincent@example.com,Andrea Hart,roberta65@yahoo.com,Grader,['TA'],2.67
Kristine Fox,moonvincent@example.com,Bradley Elliott,meghan52@haynes.biz,Grader,['Grader'],20.0
Kristine Fox,moonvincent@example.com,David Stokes,edwardsjose@gmail.com,Grader,['TA'],0.0
Kristine Fox,moonvincent@example.com,Heather Mckinney,karensalazar@ramos-tran.com,Grader,['Grader'],20.0
Kristine Fox,moonvincent@example.com,Brenda Marquez,fwinters@hotmail.com,Grader,['Grader'],27.27
Michael Martinez,falexander@example.com,Christopher Smith,louis48@barrett.biz,TA,"['RA', 'TA']",22.86
Michael Martinez,falexander@example.com,Steven Parker,kaylakelly@gonzalez.com,TA,"['Grader', 'TA']",23.33
Michael Martinez,falexander@example.com,Beth Taylor,dianaorozco@dunn-flores.info,TA,"['RA', 'Grader']",0.0
Michael Martinez,falexander@example.com,Chelsea Wallace,joshuabuck@howard.info,TA,"['Grader', 'TA']",24.44
Michael Martinez,falexander@example.com,Jessica Wood,jennifervasquez@gmail.com,TA,"['TA', 'Grader']",25.71
Michael Martinez,falexander@example.com,Kimberly Friedman,wendy61@yahoo.com,TA,"['TA', 'Grader']",20.0
Michael Martinez,falexander@example.com,Ashley Washington,catherineclark@palmer.com,TA,['TA'],25.71
Michael Martinez,falexander@example.com,Michael Matthews,danielbenton@parker-peters.biz,TA,['Grader'],0.0
Michael Martinez,falexander@example.com,Nicole Payne,mserrano@scott-harris.com,TA,['TA'],24.44
Michael Martinez,falexander@example.com,Christopher Lee DVM,dwayne21@gmail.com,TA,"['TA', 'RA']",24.44
Michael Martinez,falexander@example.com,Scott Foster PhD,justin30@beck-vaughn.org,TA,"['RA', 'Grader']",0.0
Michael Martinez,falexander@example.com,Jeffrey Weiss,royharper@yahoo.com,TA,['TA'],22.67
Michael Martinez,falexander@example.com,Shawn Medina,michelledominguez@mccann.com,TA,['Grader'],3.64
Michael Martinez,falexander@example.com,Jason Smith,tarahardin@gmail.com,TA,['TA'],20.0
Michael Martinez,falexander@example.com,Mercedes Francis,robinsonpamela@gmail.com,TA,"['RA', 'Grader']",5.0
Michael Martinez,falexander@example.com,Casey Nunez,ashleybaker@gmail.com,TA,"['RA', 'TA']",23.33
Michael Martinez,falexander@example.com,Shannon Reyes,elizabethraymond@villa-stewart.com,TA,"['RA', 'Grader']",0.0
Michael Martinez,falexander@example.com,John Dawson,bautistachristopher@hotmail.com,TA,"['Grader', 'TA']",25.0
Michael Martinez,falexander@example.com,Jeanne Clark,elizabethmarshall@gmail.com,TA,"['Grader', 'RA']",0.0
Michael Martinez,falexander@example.com,Victoria Oliver,jenniferherrera@gmail.com,TA,"['Grader', 'RA']",0.0
Michael Martinez,falexander@example.com,Adrienne Miles,nwilliams@acevedo.com,TA,"['RA', 'TA']",20.0
Michael Martinez,falexander@example.com,Jennifer Harper,carrandrew@yahoo.com,TA,['RA'],0.0
Michael Martinez,falexander@example.com,Tony Singh,beth07@yahoo.com,TA,['RA'],3.33
Michael Martinez,falexander@example.com,Alan Butler,gonzaleztiffany@juarez-gibson.com,TA,"['TA', 'Grader']",20.0
Michael Martinez,falexander@example.com,Marie Wilkinson,gary45@gmail.com,TA,['RA'],4.44
Michael Martinez,falexander@example.com,Jessica Davis,amandacollins@lee.net,TA,['TA'],20.0
Michael Martinez,falexander@example.com,Diana Parker,wendymorris@haley.com,TA,"['Grader', 'TA']",20.0
Michael Martinez,falexander@example.com,Michael Soto,stephaniejoyce@yahoo.com,TA,['Grader'],5.0
Michael Martinez,falexander@example.com,Joshua Ross,paul91@gmail.com,TA,['TA'],26.15
Michael Martinez,falexander@example.com,Roberto Delgado,jfox@hotmail.com,TA,"['RA', 'Grader']",0.0
Michael Martinez,falexander@example.com,Patrick Dillon,wkim@yahoo.com,TA,['RA'],2.67
Michael Martinez,falexander@example.com,Dr. Kristin Baldwin,mark05@gmail.com,TA,['TA'],20.0
Michael Martinez,falexander@example.com,Courtney Pitts,lweber@gmail.com,TA,"['TA', 'Grader']",20.0
Michael Martinez,falexander@example.com,Karen Price,vjohnson@gmail.com,TA,['TA'],23.08
Michael Martinez,falexander@example.com,Elizabeth Perry,millercaitlin@harris.com,TA,['TA'],25.0
Michael Martinez,falexander@example.com,Brenda Thomas,christopherbridges@yahoo.com,TA,"['RA', 'Grader']",2.67
Michael Martinez,falexander@example.com,Betty Silva,mullinszachary@harris.com,TA,['TA'],22.5
Michael Martinez,falexander@example.com,Stephanie Hall,owatkins@wright.com,TA,['Grader'],4.44
Michael Martinez,falexander@example.com,Jane Mckenzie,xmatthews@hotmail.com,TA,['TA'],20.0
Michael Martinez,falexander@example.com,Amber Smith MD,calvin04@kelly.com,TA,['TA'],22.86
Michael Martinez,falexander@example.com,Paul Robinson,dustin14@elliott.com,TA,"['TA', 'Grader']",23.64
Michael Martinez,falexander@example.com,Jamie Bowen,blee@gmail.com,TA,['Grader'],0.0
Michael Martinez,falexander@example.com,Anthony Ruiz,richard22@yahoo.com,TA,['Grader'],0.0
Michael Martinez,falexander@example.com,Christopher Bennett,allisonjessica@hotmail.com,TA,['Grader'],2.86
Michael Martinez,falexander@example.com,Rebecca Terry,william89@hotmail.com,TA,"['Grader', 'TA']",20.0
Michael Martinez,falexander@example.com,Andrea Hart,roberta65@yahoo.com,TA,['TA'],20.0
Michael Martinez,falexander@example.com,Bradley Elliott,meghan52@haynes.biz,TA,['Grader'],5.0
Michael Martinez,falexander@example.com,David Stokes,edwardsjose@gmail.com,TA,['TA'],20.0
Michael Martinez,falexander@example.com,Heather Mckinney,karensalazar@ramos-tran.com,TA,['Grader'],0.0
Michael Martinez,falexander@example.com,Brenda Marquez,fwinters@hotmail.com,TA,['Grader'],0.0
Patrick Freeman,susan56@example.net,Christopher Smith,louis48@barrett.biz,RA,"['RA', 'TA']",23.08
Patrick Freeman,susan56@example.net,Steven Parker,kaylakelly@gonzalez.com,RA,"['Grader', 'TA']",8.0
Patrick Freeman,susan56@example.net,Beth Taylor,dianaorozco@dunn-flores.info,RA,"['RA', 'Grader']",28.89
Patrick Freeman,susan56@example.net,Chelsea Wallace,joshuabuck@howard.info,RA,"['Grader', 'TA']",5.0
Patrick Freeman,susan56@example.net,Jessica Wood,jennifervasquez@gmail.com,RA,"['TA', 'Grader']",6.15
Patrick Freeman,susan56@example.net,Kimberly Friedman,wendy61@yahoo.com,RA,"['TA', 'Grader']",10.0
Patrick Freeman,susan56@example.net,Ashley Washington,catherineclark@palmer.com,RA,['TA'],6.15
Patrick Freeman,susan56@example.net,Michael Matthews,danielbenton@parker-peters.biz,RA,['Grader'],8.0
Patrick Freeman,susan56@example.net,Nicole Payne,mserrano@scott-harris.com,RA,['TA'],5.0
Patrick Freeman,susan56@example.net,Christopher Lee DVM,dwayne21@gmail.com,RA,"['TA', 'RA']",25.0
Patrick Freeman,susan56@example.net,Scott Foster PhD,justin30@beck-vaughn.org,RA,"['RA', 'Grader']",25.0
Patrick Freeman,susan56@example.net,Jeffrey Weiss,royharper@yahoo.com,RA,['TA'],2.86
Patrick Freeman,susan56@example.net,Shawn Medina,michelledominguez@mccann.com,RA,['Grader'],4.0
Patrick Freeman,susan56@example.net,Jason Smith,tarahardin@gmail.com,RA,['TA'],11.43
Patrick Freeman,susan56@example.net,Mercedes Francis,robinsonpamela@gmail.com,RA,"['RA', 'Grader']",20.0
Patrick Freeman,susan56@example.net,Casey Nunez,ashleybaker@gmail.com,RA,"['RA', 'TA']",28.0
Patrick Freeman,susan56@example.net,Shannon Reyes,elizabethraymond@villa-stewart.com,RA,"['RA', 'Grader']",27.27
Patrick Freeman,susan56@example.net,John Dawson,bautistachristopher@hotmail.com,RA,"['Grader', 'TA']",0.0
Patrick Freeman,susan56@example.net,Jeanne Clark,elizabethmarshall@gmail.com,RA,"['Grader', 'RA']",30.0
Patrick Freeman,susan56@example.net,Victoria Oliver,jenniferherrera@gmail.com,RA,"['Grader', 'RA']",25.0
Patrick Freeman,susan56@example.net,Adrienne Miles,nwilliams@acevedo.com,RA,"['RA', 'TA']",28.0
Patrick Freeman,susan56@example.net,Jennifer Harper,carrandrew@yahoo.com,RA,['RA'],20.0
Patrick Freeman,susan56@example.net,Tony Singh,beth07@yahoo.com,RA,['RA'],23.64
Patrick Freeman,susan56@example.net,Alan Butler,gonzaleztiffany@juarez-gibson.com,RA,"['TA', 'Grader']",6.67
Patrick Freeman,susan56@example.net,Marie Wilkinson,gary45@gmail.com,RA,['RA'],25.0
Patrick Freeman,susan56@example.net,Jessica Davis,amandacollins@lee.net,RA,['TA'],3.08
Patrick Freeman,susan56@example.net,Diana Parker,wendymorris@haley.com,RA,"['Grader', 'TA']",5.71
Patrick Freeman,susan56@example.net,Michael Soto,stephaniejoyce@yahoo.com,RA,['Grader'],0.0
Patrick Freeman,susan56@example.net,Joshua Ross,paul91@gmail.com,RA,['TA'],3.08
Patrick Freeman,susan56@example.net,Roberto Delgado,jfox@hotmail.com,RA,"['RA', 'Grader']",23.08
Patrick Freeman,susan56@example.net,Patrick Dillon,wkim@yahoo.com,RA,['RA'],26.15
Patrick Freeman,susan56@example.net,Dr. Kristin Baldwin,mark05@gmail.com,RA,['TA'],13.33
Patrick Freeman,susan56@example.net,Courtney Pitts,lweber@gmail.com,RA,"['TA', 'Grader']",7.27
Patrick Freeman,susan56@example.net,Karen Price,vjohnson@gmail.com,RA,['TA'],7.27
Patrick Freeman,susan56@example.net,Elizabeth Perry,millercaitlin@harris.com,RA,['TA'],0.0
Patrick Freeman,susan56@example.net,Brenda Thomas,christopherbridges@yahoo.com,RA,"['RA', 'Grader']",22.86
Patrick Freeman,susan56@example.net,Betty Silva,mullinszachary@harris.com,RA,['TA'],5.71
Patrick Freeman,susan56@example.net,Stephanie Hall,owatkins@wright.com,RA,['Grader'],5.0
Patrick Freeman,susan56@example.net,Jane Mckenzie,xmatthews@hotmail.com,RA,['TA'],11.43
Patrick Freeman,susan56@example.net,Amber Smith MD,calvin04@kelly.com,RA,['TA'],3.08
Patrick Freeman,susan56@example.net,Paul Robinson,dustin14@elliott.com,RA,"['TA', 'Grader']",8.89
Patrick Freeman,susan56@example.net,Jamie Bowen,blee@gmail.com,RA,['Grader'],0.0
Patrick Freeman,susan56@example.net,Anthony Ruiz,richard22@yahoo.com,RA,['Grader'],3.33
Patrick Freeman,susan56@example.net,Christopher Bennett,allisonjessica@hotmail.com,RA,['Grader'],6.67
Patrick Freeman,susan56@example.net,Rebecca Terry,william89@hotmail.com,RA,"['Grader', 'TA']",5.0
Patrick Freeman,susan56@example.net,Andrea Hart,roberta65@yahoo.com,RA,['TA'],6.15
Patrick Freeman,susan56@example.net,Bradley Elliott,meghan52@haynes.biz,RA,['Grader'],0.0
Patrick Freeman,susan56@example.net,David Stokes,edwardsjose@gmail.com,RA,['TA'],5.0
Patrick Freeman,susan56@example.net,Heather Mckinney,karensalazar@ramos-tran.com,RA,['Grader'],5.71
Patrick Freeman,susan56@example.net,Brenda Marquez,fwinters@hotmail.com,RA,['Grader'],8.0
Scott James,gcherry@example.org,Christopher Smith,louis48@barrett.biz,RA,"['RA', 'TA']",20.0
Scott James,gcherry@example.org,Steven Parker,kaylakelly@gonzalez.com,RA,"['Grader', 'TA']",0.0
Scott James,gcherry@example.org,Beth Taylor,dianaorozco@dunn-flores.info,RA,"['RA', 'Grader']",20.0
Scott James,gcherry@example.org,Chelsea Wallace,joshuabuck@howard.info,RA,"['Grader', 'TA']",4.44
Scott James,gcherry@example.org,Jessica Wood,jennifervasquez@gmail.com,RA,"['TA', 'Grader']",2.67
Scott James,gcherry@example.org,Kimberly Friedman,wendy61@yahoo.com,RA,"['TA', 'Grader']",4.0
Scott James,gcherry@example.org,Ashley Washington,catherineclark@palmer.com,RA,['TA'],2.67
Scott James,gcherry@example.org,Michael Matthews,danielbenton@parker-peters.biz,RA,['Grader'],0.0
Scott James,gcherry@example.org,Nicole Payne,mserrano@scott-harris.com,RA,['TA'],4.44
Scott James,gcherry@example.org,Christopher Lee DVM,dwayne21@gmail.com,RA,"['TA', 'RA']",24.44
Scott James,gcherry@example.org,Scott Foster PhD,justin30@beck-vaughn.org,RA,"['RA', 'Grader']",20.0
Scott James,gcherry@example.org,Jeffrey Weiss,royharper@yahoo.com,RA,['TA'],5.71
Scott James,gcherry@example.org,Shawn Medina,michelledominguez@mccann.com,RA,['Grader'],0.0
Scott James,gcherry@example.org,Jason Smith,tarahardin@gmail.com,RA,['TA'],0.0
Scott James,gcherry@example.org,Mercedes Francis,robinsonpamela@gmail.com,RA,"['RA', 'Grader']",20.0
Scott James,gcherry@example.org,Casey Nunez,ashleybaker@gmail.com,RA,"['RA', 'TA']",20.0
Scott James,gcherry@example.org,Shannon Reyes,elizabethraymond@villa-stewart.com,RA,"['RA', 'Grader']",23.08
Scott James,gcherry@example.org,John Dawson,bautistachristopher@hotmail.com,RA,"['Grader', 'TA']",0.0
Scott James,gcherry@example.org,Jeanne Clark,elizabethmarshall@gmail.com,RA,"['Grader', 'RA']",24.0
Scott James,gcherry@example.org,Victoria Oliver,jenniferherrera@gmail.com,RA,"['Grader', 'RA']",20.0
Scott James,gcherry@example.org,Adrienne Miles,nwilliams@acevedo.com,RA,"['RA', 'TA']",20.0
Scott James,gcherry@example.org,Jennifer Harper,carrandrew@yahoo.com,RA,['RA'],24.44
Scott James,gcherry@example.org,Tony Singh,beth07@yahoo.com,RA,['RA'],20.0
Scott James,gcherry@example.org,Alan Butler,gonzaleztiffany@juarez-gibson.com,RA,"['TA', 'Grader']",2.86
Scott James,gcherry@example.org,Marie Wilkinson,gary45@gmail.com,RA,['RA'],20.0
Scott James,gcherry@example.org,Jessica Davis,amandacollins@lee.net,RA,['TA'],0.0
Scott James,gcherry@example.org,Diana Parker,wendymorris@haley.com,RA,"['Grader', 'TA']",0.0
Scott James,gcherry@example.org,Michael Soto,stephaniejoyce@yahoo.com,RA,['Grader'],0.0
Scott James,gcherry@example.org,Joshua Ross,paul91@gmail.com,RA,['TA'],2.86
Scott James,gcherry@example.org,Roberto Delgado,jfox@hotmail.com,RA,"['RA', 'Grader']",26.15
Scott James,gcherry@example.org,Patrick Dillon,wkim@yahoo.com,RA,['RA'],22.67
Scott James,gcherry@example.org,Dr. Kristin Baldwin,mark05@gmail.com,RA,['TA'],0.0
Scott James,gcherry@example.org,Courtney Pitts,lweber@gmail.com,RA,"['TA', 'Grader']",3.08
Scott James,gcherry@example.org,Karen Price,vjohnson@gmail.com,RA,['TA'],0.0
Scott James,gcherry@example.org,Elizabeth Perry,millercaitlin@harris.com,RA,['TA'],0.0
Scott James,gcherry@example.org,Brenda Thomas,christopherbridges@yahoo.com,RA,"['RA', 'Grader']",22.67
Scott James,gcherry@example.org,Betty Silva,mullinszachary@harris.com,RA,['TA'],5.33
Scott James,gcherry@example.org,Stephanie Hall,owatkins@wright.com,RA,['Grader'],0.0
Scott James,gcherry@example.org,Jane Mckenzie,xmatthews@hotmail.com,RA,['TA'],0.0
Scott James,gcherry@example.org,Amber Smith MD,calvin04@kelly.com,RA,['TA'],0.0
Scott James,gcherry@example.org,Paul Robinson,dustin14@elliott.com,RA,"['TA', 'Grader']",0.0
Scott James,gcherry@example.org,Jamie Bowen,blee@gmail.com,RA,['Grader'],4.44
